Item ID,Sentiment,SentimentText,Category
690,5,@sureshpprabhu @Central_Railway @RailMinIndia  I have been following up for refund for 3 weeks but no response.PNR number 4737606454.,Others
691,1,@RailMinIndia @BannaDipaksa @drmadiwr Send some police officer for this any immediate take action on this,Others
692,5,"Please take up my case too, I just cant keep calling on the IRCTC number that doesn't get connected @irctcwestzone @IRCTC_Ltd @RailMinIndia",Others
693,0,@sureshpprabhu  Sorry to say bitter true that there is no ?????? ???? ?????? at Patna Jn. Still dirty platform n rail tracks. @RailMinIndia,Unhygienic
694,7,"@Uttambanerjee10  Kindly share PNR number, issue forwarded to concerned officials @ed_eeg @Drmnfr_lmg @Drmvijayawada",Others
695,3,@sureshpprabhu  @RailMinIndia Namaste sirWhy you not make accountable caterers for proper stacking of food plate https://t.co/wHMrLEhrjs,Food
696,1,"@RailMinIndia @alfapebltd Sir, u r brother could not be traced despite best efforts. Pl. lodge missing report with GRP/Varansi.",Others
697,5,@sureshpprabhu @RailMinIndia railway is going fast but still the tatkal ticket booking at irctc site is like running at tortoise speed,management
698,0,"@RailMinIndia only one charging point among six passengers in AC2nd Train No 12321, PNR 6655497313",Others
699,0,"@RailMinIndia travelled by train 16649,the c2 coach was infested with cockroaches.informed drm tvm but no response",Others
700,4,@RailMinIndia @akc4karnal @sureshpprabhu @narendramodi Auto Signalling should be done over DLI-UMB route asap. Trains running late.,management
701,6,@RailMinIndia Now railway is performing  best,Others
702,3,@RailMinIndia @sureshpprabhu Pantry is charging Rs 5 extra over the MRP as cooling charges colddrink..train 12802 -PNR 2219094093 S2-48,Others
703,4,@RailMinIndia I am unable to contact the person can u plz call d given no...! Sry for late rply,management
704,5,@RailMinIndia irctc looting customers for non confirmed tickets by deducting 20% any even for non confirmed W/L tickets. Weird and pathetic.,management
705,0,@RailMinIndia Train No 09810 Coach B1. AC not working and passengers are suffering a lot,Others
706,3,@RailMinIndia @drmsdah ..plz let me know the fine charges for onboarding in vendor comp. of LADIES SPL. trn in sdh div,Others
707,5,@RailMinIndia @sureshpprabhu : Mobile charging sockets not working at our seats. Ticket PNR- 4631896219. Need appropriate action.,management
708,5,"@RailMinIndia I need to book full coach, so i need help, where can i book coach and my all tickets will transfer? please help me.",management
709,6,"@RailMinIndia @SRailwayIndiaJanani Sewa launched-Infant food now available at NVRR Platform-2,Palakkad Jn.",Food
710,5,@RailMinIndia @sureshpprabhu sir Paid 500 by staff for no platform ticket  when asked reciept and name he was threatened to pay 1000,Violence
711,0,@RailMinIndia PNR 6253134881 train no 22940. Dirty toilets and bedroll. Pathetic. Please help.,Unhygienic
712,6,@RailMinIndia @CoalIndiaHQ #StopStaggeredRestCil,Others
713,4,@RailMinIndia @EasternRailway The train 63142 has stopped due to engine breakdown since last 2hrs. Creating long agâ¦ https://t.co/o65KN5DOGs ,Others
714,6,"found a fun, we passengers couldnât differentiate b/w a real and a toy pnr 4512791357",Others
715,5,@RailMinIndia 4din Se Delhi pe he Bhubaneswar kelie tickets nehin milraha train me Me n mera dost Interview kelie aaye the Plzz helpus plz,management
716,0,@RailMinIndia @sureshpprabhu Water being wasted at LTT(Mumbai). No action taken by the station master... https://t.co/QkIGDmnNS6,Food
717,0,"@RailMinIndia Water pipe broken in Platform 7, SBC,  Bengaluru,  Majestic.  Kindly fix.",Damage
718,3,"@sureshpprabhu  @RailMinIndia  Sad reality of ur railwy Sir, we can afford water n live wtht wifi pls sir fix basics https://t.co/zTxDa1vxau",Food
719,6,#amreading #urbanfantasy #uf #ufart #urbanfantasyart #magic #booksaremagic #amreading #pnr #paranormalromanceâ¦ https://t.co/0PLQ8FCV7a,Others
720,7,RT @BPShourya: It's true and strict action should be taken against ppl doing so. Few months back @RailMinIndia had issued rate lisâ¦ ,Others
721,5,"@RailMinIndia tried to book tatkal tkt. made d payment 10.02 am both days, but failed get a tkt. agent manage 2 get tkt. how ? smell a rat",Unhygienic
722,4, @EasternRailway The train 63142 has stopped due to engine breakdown since last 2hrs. Creating long agâ¦ https://t.co/o65KN5DOGs,Others
723,5,@RailMinIndia Want to book ticket from ndls-NJP 12june Rajdh.Ex. but almost ticket has already been booked in Tatkal https://t.co/bzR1cjt3dE,management
724,3,@RailMinIndia Train 04972 G11 catering staff only offering 1 fix meal thali for Rs.120. Had to take as no other option available. Jat-Jai,Food
725,0,@RailMinIndia @sureshpprabhu Water being wasted at LTT(Mumbai). No action taken by the station master. https://t.co/BekJPgKfjt,Food
726,5,@RailMinIndia may take cue from global companies to train Travelling Ticket Examiner. https://t.co/0GDt3Yofsh,management
727,5,@RailMinIndia bcoz of agents we r nt able 2 book Tatkal Tkt from RANCHI HEAD POST OFFICE Look into this. They r doing black marketing of tkt,Others
728,5,@RailMinIndiaDear sirPls make the online facility for general tickets throuch irctc like portals,management
729,6,@KaliaAjit @prayag @RailMinIndia @PiyushGoyalOffc They do not have performance appraisal and variable pay. So obvioâ¦ https://t.co/p1S66EYupu,Others
730,0,@RailMinIndia pnr no. 8147850160 train. 59014 S S2 coach suspension is not working getting heavy bumps on head please repair it..now..,Damage
731,6,@RailMinIndia catching agents will not solve problem like this instead increase the time for booking of counter tickets like irctc 35secs,management
732,5,@RailMinIndia i have booked my ticket online but didn't get any sms or mail confirmation about reservation. https://t.co/c4IC1jEHUF,management
733,5,@sureshpprabhu @RailMinIndia trying to book tatkal ticket from MFP to NDLS for last 1 week and have failed due to your poor website performa,management
734,5,@RailMinIndia n ticket collecter full support but railway employs groupD is not allowed any coach in train n ticket collecter use some,management
735,0,@RailMinIndia @sureshpprabhu my PNR is 8347300928 and mobile no is 7055129100. Coach and toilet are very dirty.No one is here for customer.,Unhygienic
736,3,@RailMinIndia @GM_ECRly @DrmDnr pltfrm 4 PNBE ..sells softdrinks@MRP+5 &amp; RAILNEER@15 even thgh clearly written@15 https://t.co/3mXmmpSrjq,Others
737,0,@RailMinIndia - extremely dirty bathrooms in ac 2 tier coaches of 12552. The overall maintenance and cleanliness seems below par,Unhygienic
738,4,@RailMinIndia want to inform u that train no12562 run late on regular basis please intervene to correct it's timing.why always run late,management
739,5,"@RailMinIndia having very bad experience by railway TTE in G3 OF 12984 SEAT 10 , TTE NOT EVEN RPLYD PRPRLY WEN ASKED ABT SEAT 4 LADIES",management
740,6,RT @TheRealDharmu: @razzaqlucky @MDARIFAZIZ1 @rafeliberty @PiyushGoyal @SCRailwayIndia @drmned @RailMinIndia Is any action taken or juâ¦ ,Others
741,4,@RailMinIndia  no coach location sign boards on Ludhiana JN . IT IS VERY HARD TO RUN FOR it when not aware. LDH JN is a busy station.,management
742,1,"@RailMinIndia @mukeshsoni777 Sir, FIR has been lodged by GRP/Raipur vide Cr.No. 94/16 U/S 379 IPC.",Others
743,3,Pantry manager has promised to look into the matter. Hope this never continues. Thanks for the help. https://t.co/juH2XstguW,Others
744,5,@sureshpprabhu @RailMinIndia There is huge rush for tatkal tickets and BEM stn ticket window asks for extra rupees for ticket. Pls intervene,management
745,4,RT @princebiet: 2 hours journey completed in 6 hrs excluding waiting time 3-5hrs.u should take responsibility mostly trains late 5tâ¦ ,management
746,5,@sureshpprabhu @RailMinIndia @drmdelhi Mission 5 min fail at DEC.PASSANGER not getting tickets in 5 min https://t.co/0GC9NW3uxB,management
747,4,@sureshpprabhu @RailMinIndia Train no-12488(semanchal)From -Anvt to PatnaRunning very late(4 to 9 hrs) on daily basis.plz do the needful.,management
748,3,@pkroy0077 @RailMinIndia veg thali you paid RS50 only .,Others
749,4,@RailMinIndia again train late by an hour https://t.co/W1YPmaCj4N,management
750,6,"RT @RailMinIndia: Sh. Vishvesh Chaube,GM NR undertook surprise inspection of New Delhi Stn &amp; took stock of passenger amenities of traâ¦ ",Others
751,4,RT @kautilyadutt: #NTES National Train enquiry system is not updating #Mumbai Localtrain running info properly @Central_Railwayâ¦,Others
752,5,"@sureshpprabhu @RailMinIndia Bought 1st class ticket of western rly local train, board oldest train running on d li https://t.co/zAqO9Zm1KR",management
753,0,@RailMinIndia @SRailwayIndia on board    housekeeping info stickers tampared  no housekeeping and  rain water comming through windows,Food
754,0,@RailMinIndia VERY VERY dirty toilets. 12423 DBRT Rajdhani Express. Coach B4.Never expected this in Rajdhani train@sureshpprabhu,Unhygienic
755,0,@RailMinIndia...toilet very dirty in s4 coach of saraighat express 12345...contents of toilet are over flowing....,Unhygienic
756,0,@RailMinIndia @sureshpprabhu Water being wasted at LTT(Mumbai). No action taken by the station master.. https://t.co/cdfsa43XyZ,Food
757,6,@SirDebasis @Naren_Reddy23 @leomanojc @SayNoToHindi @mnsadhikrut @abpmajhatv @anilshidore @RailMinIndiaâ¦ https://t.co/Rupv5ynCuH,Others
758,4,@RailMinIndia very dirty kamakhaya plateform no 4 see d mentally retaired people n bagger at plateform no cleaning https://t.co/0YmVAkeUul,Unhygienic
759,4,@RailMinIndia I'm on train 02366 ANVT Patna Suvidha with dynamic fare. Paid Rs 1800/- for SL with no pantry &amp; this train is late!,management
760,4,@RailMinIndia @GM_CRly @drmmumbaicr Tweet No 1. Suburban Central Trains late again by 20-25 mins during peak hour. Jam Packed. Made in India,management
761,4,"@sureshpprabhu @RailMinIndia I am travelling by 14512 Nauchandi Express, the train is already late by 3 hours causing great inconvinience.",management
762,3,@sureshpprabhu @indiaraillnews @IRCTC_Ltd @RailMinIndia @Indianrlyinfo @PMOIndia charging 5 rs etc per water bottle and behaving badly..,Food
763,4,@RailMinIndia why there is no announcement for 12431 which was schedule to reach at Panvel at 18:05 PM on 2/12/17. Please respond,Others
764,2,@RailMinIndia immediate medical assistance needed at Kanpur rly st in Brahmaputra mail gen coach near engine,Others
765,6,@RailMinIndia Cant justify This Station Approval? The distance is only 2 kms! this place is reserved 4 MentalHospitâ¦ https://t.co/XNELV33iNo,management
766,5,@RailMinIndia complaint for non allocation of lower birth to senior citizens not responded. Mail sent on 22 May 2016 https://t.co/BbeuuElEGX,management
767,5,"@RailMinIndia Sir, I have examination in Kolkata on 12/06/16 conducted by WBPSC. My Ticket not confirmed PNR no- 2647308179. Pls help me.",management
768,3,RT @NDJonesAuthor: Never has love tasted so salty-sweet. Never has fate burned so hot. https://t.co/hVNE5S1jkm Pick up your .99 copy oâ¦,Others
769,5,@RailMinIndia @drmsdah @sureshpprabhu  plz stop this.they are carrying goods without tickets in Down Lalgola Memu nw https://t.co/FWhWFL3XlE,management
770,7,"@sanjaygupta2012 @DRMbhopal @RailMinIndia @PiyushGoyal sorry for inconvenience ,matter noted @IRCTC_Ltd",Others
771,3,@RailMinIndia sir water bottle for rs 20 and tea for 10 at villupuram jn take action,Food
772,1,"@RailMinIndia @alok4u220022 Sir, FIR has been lodged by GRP/Varanasi vide Cr.No. Nil/94/16 U/S 379 IPC has been transferred to GRP/Kiul.",Others
773,3,@RailMinIndia @sureshpprabhu paschim express vendor doesn't give food as per the menu Nd doesn't give rail neer watervendor is Mr aggarwal.,Food
774,5,"@sureshpprabhu @RailMinIndia sir,wt shall consumer do if IRCTC doesn;t take care of issue? thr telephone customer support is worst ever exp&gt;",Others
775,5,"@RailMinIndia Sir,Tatkal tickets closed within few seconds.After one hour Agent will sales the ticket 600Rs extra from base rate.kindlyclose",management
776,5,@RailMinIndia Sirohi Rajasthan railway counter hacked by unauthorized agent. Poor public facing problem. No governance.,Others
777,3,"@RailMinIndia  wish the food had not been unpalatable &amp; unhygienic, toilets so unclean. 12006, 9-6-16, C6. Train travel is an ordeal!",Unhygienic
778,5,@sureshpprabhu @RailMinIndia  sir staff caught by ttr in yesvantpur Blr no platform ticket asking fine of Rs 650 is it right amount.,management
779,5,@sureshpprabhu @RailMinIndia IRctc website was better in Lalu's time for common man. plz allocate sometime for tatkal quota for common man,Others
780,3,@bk14564 @NitinSubudhi @RailMinIndia @PiyushGoyal They will not give reply..Doon caterer r habitual offenders n u wâ¦ https://t.co/JijuBdQko2,Others
781,0,@RailMinIndia @sureshpprabhu no proper maintenance in Samatha express light and fan not working at pnr 6655960301,Others
782,7,"RT @eswarkanchu: @RailMinIndia @SCRailwayIndia Sir, Sri Mohd. JAMSHED MT, @AshwaniLohani Sri P.GUHA PRINCIPAL ED(Coachg) ð KINDLY REâ¦ ",Others
783,6,"@RailMinIndia we are follow to ""PM Idea stop corruption"".thanks to ministry of railway  for stoping tatkal ticket corruption.Thanks",management
784,5,@RailMinIndia @sureshpprabhu trying to connect to IRCTC since 11.00 am for Tatkal but couldn't even login.,Others
785,4,@RailMinIndia pls see how the train at #Kerala delayed. 12696 TVC MAS SF (schde6.30 pm Kollam) arrived station at 6â¦ https://t.co/HOTOG8HuwO,management
786,3,@pkroy0077 @RailMinIndia veg thali you paid RS50 only,Others
787,3,"@RailMinIndia @drmdelhi Quality of food at its worst.PNR:2865039072,TRAIN:12038,DOJ:10-06-16,CC,LDH-NDLS,Dep:16:40,MAITALI+1,C4 45,C4 44",Food
788,3,"@RailMinIndia 12512, vendor is asking more price than actual price list,chappati, egg rice everything high price..looting ppl money",management
789,4,@sureshpprabhu @RailMinIndia Train no 12485 currently delayed by 2 hours. I hve connectng train 12055 to catch frm new delhi station. HELP,management
790,1,"@RailMinIndia PNR 8553246148 B 11/42, MOBILE NO: 7300113446....DRUNKARD PASSENGER SITTING BESIDE ME, HARASSING MY Fâ¦ https://t.co/gRwlmSyyby",Violence
791,5,@RailMinIndiaI booked tkt 90 days early in train num 12166.. I coudnt get confirm . Plzz sir help me My seat num is s6 /39,management
792,4,"@RailMinIndia @KonkanRailway @GM_CRly @PiyushGoyal my sister is traveling by train no 50106, train is 3 hours late.â¦ https://t.co/8xfkCfxZ8E",management
793,3,@RailMinIndia @sureshpprabhu PNR 8535414980 Railway caterers not providing menu card for food. kindly help train at Hazrat nizamuddin,Food
794,0,"@RailMinIndia very poor facilities in Mahanama express with no water and broken taps in sleeper coaches, train running late by approx 1hr",Damage
795,4,@RailMinIndia @PiyushGoyal sir what about the matter that i tweeted you... Still no progress in resuming train no 54212..,Others
796,0,@RailMinIndia @gmwcrailway Train 29019 Coach A1 - 2nd AC at KOTA. AC not working and no water. Parents not well. Please help!,Food
797,4,@RailMinIndia sir..the train status is bit confusing.. https://t.co/1Y83dnU9A8,Others
798,5,"@RailMinIndia 2 Kids  age 7. The Seats allocated are in Coach no.  11, 8 and 2.  Please help to get seats in single coach",management
799,6,RT @wbellauthor: RT @MistralKDawn #Treat yourself to a #romantic #adventure among the Fae this #weekend &amp; be #enchanted! #Free w/â¦ ,Others
800,2,@RailMinIndia medical issue need AC coach atleast to sbp if anyth possible plz help train 18005 pnr 6552902495 ready to born any extra cost.,Others
801,5,@drmncrald @abhineet_hit @RailMinIndia @PiyushGoyal @PMOIndia sorry for inconvenience.your complaint will attended at CNB/STN.,Others
802,0,"@RailMinIndia Train no. 12547 Coach S4, Seat no. 56. Fan is not working.",management
803,0,@RailMinIndia nowater in s10 coach of purusottam exp 12802 just deparyed from allahabad,Food
804,6,@RailMinIndia Thanks a lot for your very good activities for the railway passangers safe journey.,Others
805,5,@RailMinIndia i did typo error for pnr 4840535080 as I typed Rajukmar instead of Rajkumar while booking a tatkal please advise what shd I do,Others
806,3,"@RailMinIndia paranthas /rotis are not baked properly. I dont understand why bread cutlets are served in breakfast ,who likes it.",Others
807,7, @drmdelhi @IR_EDMECHG @CRSE_CHG_NR 2139649203 Name . Ahmad Ali D2 sheat no 29,Others
808,0,@RailMinIndia @sureshpprabhu Water being wasted at LTT(Mumbai). No action taken by the station master..... https://t.co/kQKhh3SEjz,Food
809,4,Booked goods as luggage on 15 Nov from #Jalpaiguri from @RailMinIndia  to be sent to #Jammu.Goods still not despatâ¦ https://t.co/xf2DO1uwvo,management
810,1,"@RailMinIndia @shaakuntlaupad Mam, said missing lady could not be traced despite best efforts. Pl lodge missing report with GRP/Dhanbad.",Others
811,3,@RailMinIndia (pnr 44201392215) the food quality is very low in this train. Please improve,Food
812,4,@RailMinIndia  just starting rain central line is running late.great arrangements by Mumbai local train service.hats off,management
813,4,@sureshpprabhu @RailMinIndia the flagship trains like Duronto are delayed platform is changed last minute total anarchy,management
814,6,@drmncrald @RailMinIndia @PiyushGoyal @GMNCR1 @anuj0109 @rakeshgoswamiHT 1st stop HO quota of 35 seats you offer inâ¦ https://t.co/BJHFCmNHjh,management
815,5,@RailMinIndia @sureshpprabhu Mistake made by my staff by not taking platform ticket but no reciept given for fine paid in yesvantpur Blr.,management
816,3,"@RailMinIndia @drmbct @sureshpprabhu Sir,vendor in paschim  serves only 3rd standard bad water,refuses 4 rail neer, https://t.co/hCzAcHOUqc",Food
817,4,"@sureshpprabhu @RailMinIndia attend WBPCL Civil Engg paper at Kolkata at 12/06/16 at 11 AM. Train no 13132, late 8 hours. Can I get any help",management
818,4,@sureshpprabhu @RailMinIndia @drmdelhi @srdomchgdli 54011 stuck between Bijwasan &amp; GGN .Regular late running train. https://t.co/MzckRYlMG7,management
819,4,@RailMinIndia when train number 22481 is coming at 8.50 am so why train number 22482 is late by 2.15 hours https://t.co/y17VHb8J4A,management
820,6,@RailMinIndia happy with today's journey train was on time,Others
821,3,@RailMinIndia Meals on wheels horrible food delivrd by Comesum costing 150 @ 22817Asked 4 chhapaties thali but delivrd combination of both.,Food
822,5, @PiyushGoyal If a person buys ticket online and if its not confirmed then why that ticket is not a vâ¦ https://t.co/fgalcVcM6C,management
823,0,@RailMinIndia fans is not working in train 12142 coach no S8 berth no 68.train is arrived at ppta (Patliputra) station,management
824,4, I want to draw your attention about train running late. I've reservation on 13006 train. Yday this tâ¦ https://t.co/OEeuzFeHgh,management
825,4,@RailMinIndia Pnr8647770808 very bad situation..all unreserved passengers sitting in resrvation coach causing inconvinience to passengers,Others
826,4,@RailMinIndia train no-14312 has started 10 hours late itself.It has caused immense inconvenience and loss. Pnr-8747962829(1/2),management
827,5,@RailMinIndia  @IRCTC_Ltd no more common people can book ticket from patna to Bangalore  in tatkal when booking ticket 22 seat available,management
828,0,@RailMinIndia s1 coach train number 11021 no cleaning of washroom in yashwantpur.,Others
829,3,@RailMinIndia @sureshpprabhu Even the superfast trains are not equipped with pantry cars.,Others
830,4,"@RailMinIndia @sureshpprabhu Sir,It's 20'10. I've been waiting for train 21126 for last 1 hr.Actual arrival 19:30.NO ANNOUNCEMENTS FOR DELAY",management
831,7,"@RailMinIndia @brijeshweb Sir, It is a matter of great satisfaction that, u r missing grandfather is safe and reached home safely.",Others
832,4,@sureshpprabhu @RailMinIndia @meerasanyal complete mess at western track in mumbai..trains r coming late..over crowded..,management
833,4,@RailMinIndia rajdhani even getting so late,management
834,3,RT @DeepSaxena20: @RailMinIndia Hello sir mai is time malwa express train number 12919 me hu abhi vendor se food ke rate pucha usneâ¦ ,Food
835,0,@RailMinIndia Train no 12656 no water in Train in tap...look into matter....,Food
836,3,@sureshpprabhu @RailMinIndia @IRCTC_Ltd train 12015. How does irctc serve pathetic veg cutlet full of breadcrumbs in &amp; out. No taste at all,Others
837,6,RT @LoveBitesSilk: A Highland Moon Enchantment by Mary Morgan #Historical #PNR @MoBPromos @m_morganauthor https://t.co/qRKKQTLAkx via @Jacqâ¦,Others
838,6,"RT @RailMinIndia: All commodities have registered robust growth with steel at 16%, cement 10%, containers 13%, iron ore 5% and coal 2â¦",Others
839,7,@rahuljaincool @RailMinIndia @PiyushGoyal @IRCTC_Ltd Please share train no,Others
840,5,@sureshpprabhu @RailMinIndia I asked for BPT tickets but bilimora station Clark(hemantbhai)refused to give..Need hel https://t.co/xnxONRy3fC,management
841,5,@TVC138 @drmbct @RailMinIndia @IR_EDMECHG @crsechgsrly @CCRBCT @srdmebct What do you mean by N/A,Others
842,0,@RailMinIndia my PNR is 2118887897 train number 12983. Very bad experience with badding. Just wrapped in paper not even washed.,Others
843,0,@RailMinIndia pls arrange water in toilets in train no 14236 at ab1 coach,Unhygienic
844,1,"@RailMinIndia @iam_aksharma Sir, missing report has been lodged by GRP/Ajmer  vide No. 393/16 dt. 01.06.2016.",Others
845,3,@RailMinIndia @sureshpprabhu In train no. 12562 swatantrata senani express people from pantry car selling 15 rs water bottle in 20 rs.,Food
846,4,@RailMinIndia @sureshpprabhu @piyushurfriend @IR_EDCHG @drmncrald @drmdelhi 12501 is gettin furthr late aftr Kanpur.Late 10:30 hrPls care.,management
847,5,@sureshpprabhu @RailMinIndia Dunno y cancellation charges are levied on auto cancellation of tatkal w/l tkts...,Others
848,0,"@RailMinIndia @sureshpprabhu train is very much dirty. So I requesting to you to clean the passenger trains also as well as SF, RAJDHANIS..",Unhygienic
849,2,@RailMinIndia @sureshpprabhu sir I requested fr wheelchair fr my old mother on bareilly station but no help provided.I m disappointed.,management
850,6,@sureshpprabhu @RailMinIndia instead of giving bread sticks u can provide rusk cubes which is Indian culture.Most of them dnt know hw to eat,Others
851,4,@RailMinIndia  @sureshpprabhu why train 12948 is standing at naini jn for 2 hours. Some one must be accountable for delay of train.,management
852,3,"@sureshpprabhu @RailMinIndia PNR-2318610324, 12304 vry rude rail on wheel caterng,vry late in servce..till nw didnt get dinner",management
853,0,@sureshpprabhu @RailMinIndia PNR No : 4120038313Seat No : 65Train Name : West Coast ExpTrain No : 22638Place is not clean,management
854,3,"@RailMinIndia res. Sir, Rewa ?? madhya pradesh ke platform no 1 par jo bhi vendors hai sabhi printed MRP se jyada Rs. Buyers se le rahe hai.",Others
855,0,"@RailMinIndia 05513 no water in S4 coach&amp; no on time train, delay 4hr. Only duvidha in this train. Charges 1800rs for what? itarsi cross.",Food
856,5,@RailMinIndia @DRMJodhpurNWR  had booked tatkal ticket for today's train. W/l is 10. Chart prepared. What is the Refund procedure?,management
857,0,"@RailMinIndia Sir, charging slot is not working.My ID:-PNR-8348027182Trn:12149Dt:09-06-2016Frm PUNE to PPTACls:SLP1-S1,53/54",Others
858,0,"RT @KaliaAjit: Sir. I am travelling in coach D-2 seat no. 22,23 in 12498 Sorry to say that wastewater of washbasen is coming intoâ¦",Food
859,4,@RailMinIndia  ?????? ??? ?? ?????? ?? ??? ????? ??? ???? ?? ?? ????? ???? ?? ??????#FearOfDelayed,management
860,0,"@RailMinIndia @sureshpprabhu PNR:2647010144,TRAIN:04416. B2-38. Charger point is not working. Plz get it fixed. @sureshpprabhu",Others
861,0,@RailMinIndia @sureshpprabhu very dirty toilet in coach B5 of 12509 exp. Pls pls pls do something. Pnr 4120563680. Divyanshu Mob.7847932526,Unhygienic
862,2,"@RailMinIndia @sureshpprabhu PNR:2218962027,sir i have a medical pro. Sprain in my leg nd my tckt cnfrm in RS7.pl help me for this pro.",Others
863,0,@RailMinIndia s2 n s4 toilet choked up 11093 staaled at cheeoki for past 1 hour,Unhygienic
864,6,@IRCTC_Ltd @RailMinIndia @RailMinIndia   Take some serious action on these people who is not understand rules and lâ¦ https://t.co/BQyjpBMNSn,Others
865,5,@sureshpprabhu @RailMinIndia ---total irctc website is down. unable to book tatkal. site is not reachable form last one hours,Others
866,3,@RailMinIndia Bad quality food catered at KGP into BBS-NDLS rajdhani. It not categoriesed as average standard also. https://t.co/2YLbut9LT9,Food
867,5,@Cleartrip If u want ticket print i can DM to u for PNR etc.?U can also check whether refund has been processed toâ¦ https://t.co/PKiywKLV2l,management
868,5,@sureshpprabhu @RailMinIndia At last got ticket from LKO. But How I travel from MB to LKO is a question. And you have to ans this.,management
869,0,@RailMinIndia @drmnfr_lmg @IR_ENHM till now no action has been taken,Others
870,4,@RailMinIndia Everyday magadh exp 12401 running late 3to 5 hrs without any reson.  Is anyome have responsibility. Pâ¦ https://t.co/UzZYQoVuCh,management
871,6,@vikaskh05172507 @SirDebasis @Naren_Reddy23 @SayNoToHindi @mnsadhikrut @abpmajhatv @anilshidore @RailMinIndiaâ¦ https://t.co/s4vTuMhTIo,Others
872,0,@RailMinIndia No proper water supply in wash basin. Also the area is unclean PNR 84 03 995416 kindly assist.,Unhygienic
873,1,@RailMinIndia forgot my laptop bag in S1 seat no 14 train no. 12939 (pune to jaipur) at jaipur stn with 3 cards n laptop and some cash (1/2),management
874,3,RT @NDJonesAuthor: Never has love tasted so salty-sweet. Never has fate burned so hot. https://t.co/hVNE5S1jkm Pick up your .99 copy oâ¦ ,Others
875,5,"@RailMinIndia PNR 2114959413. 2A seats 3,4,5,6 .ticket printed as 2 LB 2 UB on tickets but in 2AC 5 and 6 are side seats. Is that possible?",management
876,0,torn seat pnr 4512791357 filthy environment need some action to be taken ,Unhygienic
877,3,@RailMinIndia purushottam express pantry is not serving food rather they serving some comesum food.  Plz clarify sir,Food
878,5,"@RailMinIndia Sir plz help to confirm my 1st ac ticket of pnr-2119063322.sir,its imp anyhow.plz help.if poss any lower ac seat.plz confirm.",management
879,4,"@RailwayNorthern @GM_NRly plz do favour for Jaunpur Jn ( JNU) - one more foot than over bridge but covered, coachesâ¦ https://t.co/8gEkuJJOxz",Others
880,1,@DArpitBhargava @WesternRly @sureshpprabhu @PiyushGoyal @IndianRailMedia @RailMinIndia @DRM_Agra  kindly look into this,Others
881,6,@ViveckTewari Why dont you tag the concerned guy ! Like mr @RailMinIndia,Others
882,6,@RailMinIndia @sureshpprabhu ALD Jn never looked so clean https://t.co/DN0mJikCy8,Others
883,5,@RailMinIndia User id: macrohit Date of booking : 28-11-17,Others
884,0,@RailMinIndia Night Lamps not working 12603 S6 Poor Maintenance,Others
885,0,"@RailMinIndia - Train no 12423 Rajdhani Express for sure need drastic improvement.Pathetic Food,Dirty Coach,Foul Smell Washrooms.",Unhygienic
886,1,@sureshpprabhu @RailMinIndia this is our security train no 64231 today@malhore gaurd sleeping during train is runing https://t.co/dqkqyNg8fC,Others
887,3,@RailMinIndia @GM_ECRly @DrmDnr pltfrm 4 PNBE SELS EVRY SFTDRNK &amp; EVN RAILNEER AT MRP+5 @NitishKumar @sureshpprabhu https://t.co/WVVwix1R5X,Others
888,0,@RailMinIndia @drmmalda the condition inside 13072's general bogey is worst than animals.People are forced to sleep at doors. Please do smth,Others
889,0,@RailMinIndia sir i am travel bza to nzm pnr no. is 4840443558 fan not working please help.,Others
890,4,"@RailMinIndia @sureshpprabhu Travelling by Train 22308,My PNR-2418119569. Seems more like a general Coach instead of a reserved one. 1/2",Others
891,0,"@RailMinIndia pnr 8247593110, 11041, fan&amp;lights not working when train is in halt. Its very hot and stuffy. Please help.",Others
892,0,@RailMinIndia AC is not working properly in A3 coach in train no 12295 currently it is near jabalpur,Others
893,0,"@RailMinIndia @sureshpprabhu pnr:8347596623 sir,the ac is not working in my coach and the TTE is not ready to make a refund receipt",Others
894,7,@kiran_k28 @RailMinIndia matter forwarded to concerned @mechbpl,Others
895,6,@IRCTC_Ltd @RailMinIndia @PiyushGoyalOffc What a attitude of railway,Others
896,7,@DRMJaipur Banasthali Niwai @rpfnwrjp @RpfNwr @RailMinIndia @SrdenCoJaipur BNLW,Others
897,6,"@sureshpprabhu  in ongoing days all the facilities will be available in ,we proud of  rail.@RailMinIndia great start to provide baby food ,",Food
898,0,@sureshpprabhu ;@RailMinIndia ;@drmdelhi AC is not working in B5 malwa super now delhi no 12920 need engineerPnr 2644456080mob 8725029661,Others
899,5,@RailMinIndia After several mail and complain i didnt get refund for the cancelled ticker with PNR 6752845500 and 6653074754 after 3 week.,Others
900,3,@RailMinIndia sir tea shop at platform no.2 sa caterers in gadarwara station selling 5 rs tea for 10 rs,management
901,3,@RailMinIndia  rules of British India still exist in railway.Lost Section Engineer job and Junior Engineer job bcz of medical standards.,Others
902,0,"@RailMinIndia @drmadiwr @drmrjt @DRM_BVP pl note 2nd AC (A1) coach of Sabarmati (19168), AC not working passengers getting sick of heat",Others
903,5,@RailMinIndia @drmncrald @ed_eeg Pnr- 6305720206,Others
904,4,"@RailMinIndia @sureshprabhu 22640 late by 3hrs, need 2 catch coromandel 4m chennai.plz help. Thr r many passngrs n kids who will suffer.",management
